run_id,adj_takeprofit,WIN/LOSS-Diff_4,WIN/LOSS-Diff_5,overall_precision,BreakEvenRatio,no_of_trades,false_positives,true_positives,early_stopping_triggered,precision,overall_trades,--dataset_name,--class_weight_0,--class_weight_1,--max_features,--n_components,--n_estimators,--random_state,--stop_loss,--take_profit,--threshold,precision_split_1,precision_split_2,precision_split_3,precision_split_4,precision_split_5
HD_ad895514-2477-44a0-a558-813316025b39_799,,5.73,,0.46760070052539404,0.3333333333333333,"[187, 174, 110, 64, 36]","[96, 91, 49, 39, 29]","[91, 83, 61, 25, 7]",True,0.19444444444444445,571,USDCAD_D1_2010to101124,10,1,sqrt,25,50,0,1,2,0.6,0.48663101604278075,0.47701149425287354,0.5545454545454546,0.390625,0.19444444444444445
HD_ad895514-2477-44a0-a558-813316025b39_638,,5.71,7.54,0.47755834829443444,0.4,"[417, 319, 177, 140, 61]","[218, 175, 81, 76, 32]","[199, 144, 96, 64, 29]",,,1114,USDCAD_D1_2010to101124,10,15,log2,10,120,26,2,1,0.6,0.47721822541966424,0.45141065830721006,0.5423728813559322,0.45714285714285713,0.47540983606557374
HD_ad895514-2477-44a0-a558-813316025b39_80,,5.65,,0.45964642582628745,0.42857142857142855,"[429, 435, 230, 134, 73]","[229, 240, 119, 69, 46]","[200, 195, 111, 65, 27]",True,0.3698630136986301,1301,USDCAD_D1_2010to101124,6,5,sqrt,25,100,26,3,2,0.56,0.4662004662004662,0.4482758620689655,0.4826086956521739,0.48507462686567165,0.3698630136986301
HD_ad895514-2477-44a0-a558-813316025b39_700,,5.61,,0.39923954372623577,0.25,"[57, 67, 69, 49, 21]","[34, 34, 40, 34, 16]","[23, 33, 29, 15, 5]",True,0.23809523809523808,263,USDCAD_D1_2010to101124,15,10,log2,15,200,8,1,3,0.55,0.40350877192982454,0.4925373134328358,0.42028985507246375,0.30612244897959184,0.23809523809523808
HD_ad895514-2477-44a0-a558-813316025b39_611,,5.58,,0.4698689956331878,0.42857142857142855,"[418, 344, 201, 128, 54]","[229, 179, 100, 66, 33]","[189, 165, 101, 62, 21]",True,0.3888888888888889,1145,USDCAD_D1_2010to101124,20,5,log2,20,100,8,3,1,0.6,0.45215311004784686,0.4796511627906977,0.5024875621890548,0.484375,0.3888888888888889
HD_ad895514-2477-44a0-a558-813316025b39_162,,5.51,,0.4654312188168211,0.42857142857142855,"[456, 460, 247, 153, 87]","[244, 252, 123, 79, 52]","[212, 208, 124, 74, 35]",True,0.40229885057471265,1403,USDCAD_D1_2010to101124,15,6,log2,25,120,26,3,4,0.55,0.4649122807017544,0.45217391304347826,0.5020242914979757,0.48366013071895425,0.40229885057471265
HD_ad895514-2477-44a0-a558-813316025b39_45,,5.49,0.0,0.34177215189873417,0.25,"[195, 189, 122, 82, 44]","[125, 125, 76, 57, 33]","[70, 64, 46, 25, 11]",,,632,USDCAD_D1_2010to101124,10,1,log2,20,250,26,1,3,0.5,0.358974358974359,0.3386243386243386,0.3770491803278688,0.3048780487804878,0.25
HD_ad895514-2477-44a0-a558-813316025b39_97,,5.39,,0.4527089072543618,0.42857142857142855,"[746, 644, 398, 257, 133]","[415, 365, 196, 133, 83]","[331, 279, 202, 124, 50]",True,0.37593984962406013,2178,USDCAD_D1_2010to101124,15,5,log2,20,100,8,3,4,0.5,0.4436997319034853,0.4332298136645963,0.507537688442211,0.48249027237354086,0.37593984962406013
HD_ad895514-2477-44a0-a558-813316025b39_515,,5.34,2.6,0.4634703196347032,0.42857142857142855,"[307, 294, 148, 83, 44]","[168, 165, 70, 43, 24]","[139, 129, 78, 40, 20]",,,876,USDCAD_D1_2010to101124,10,5,log2,25,100,0,3,4,0.6,0.4527687296416938,0.4387755102040816,0.527027027027027,0.4819277108433735,0.45454545454545453
HD_ad895514-2477-44a0-a558-813316025b39_239,,5.33,13.94,0.36936936936936937,0.3333333333333333,"[290, 236, 121, 75, 55]","[187, 156, 72, 46, 29]","[103, 80, 49, 29, 26]",,,777,USDCAD_D1_2010to101124,1,6,log2,20,120,26,2,4,0.55,0.35517241379310344,0.3389830508474576,0.4049586776859504,0.38666666666666666,0.4727272727272727
